name,rating,rating_count,company_type,Head_Quarters,No_of_Job,reviews
Chegg,4.1,(1.6k),EdTech,New Delhi +78 other locations,13,1.6k
Dixon Technologies,3.9,(1.6k),Electronics Manufacturing,Noida +47 other locations,36,1.6k
Veritas Finance,4.2,(1.6k),NBFC,Chennai +301 other locations,--,1.6k
Labmentix,4.5,(1.6k),Bengaluru +32 other locations,,--,1.6k
Marico,3.8,(1.6k),FMCG,Mumbai +187 other locations,41,1.6k
Godrej Industries Group,3.9,(1.6k),Real Estate,Mumbai +154 other locations,2,1.6k
HERE Technologies,3.7,(1.6k),IT Services & Consulting,Mumbai +19 other locations,14,1.6k
Sanofi,4.0,(1.6k),Pharma,Hyderabad +92 other locations,113,1.6k
Teva Pharmaceuticals,3.9,(1.6k),Pharma,Bengaluru +53 other locations,10,1.6k
Hero Motors Company,3.9,(1.6k),Automobile,Ghaziabad +228 other locations,5,1.6k
Urban Company,3.3,(1.6k),Internet,Gurugram +60 other locations,159,1.6k
Tata Play,4.0,(1.6k),Broadcasting,Mumbai +224 other locations,6,1.6k
Satin Creditcare Network,3.9,(1.6k),NBFC,Gurugram +336 other locations,8,1.6k
Welspun Living Limited,3.9,(1.6k),Fashion & Textile,Anjar +87 other locations,1,1.6k
iOPEX Technologies,3.1,(1.6k),IT Services & Consulting,Chennai +15 other locations,33,1.6k
mPokket,4.5,(1.6k),NBFC,Kolkata +22 other locations,4,1.6k
Supreme Industries,4.0,(1.6k),Petrochemicals,Gwalior +127 other locations,--,1.6k
IndiaFirst Life Insurance,3.8,(1.6k),Insurance,Mumbai +251 other locations,28,1.6k
Asahi India Glass,3.8,(1.6k),Auto Components,Chennai +90 other locations,41,1.6k
ZF Commercial Vehicle Control Systems,3.8,(1.6k),Auto Components,Chennai +50 other locations,4,1.6k
Emami,3.8,(1.6k),FMCG,Kolkata +170 other locations,10,1.6k
Relaxo Footwear,4.0,(1.6k),Fashion & Textile,New Delhi +162 other locations,88,1.6k
Kotak Mahindra Prime,3.9,(1.6k),NBFC,Mumbai +178 other locations,--,1.6k
Broadridge Financial Solutions,3.8,(1.6k),FinTech,Hyderabad +15 other locations,48,1.6k
Wockhardt,3.7,(1.6k),Pharma,Chhatrapati Sambhajinagar +84 other locations,34,1.6k
Cemindia Projects,4.2,(1.6k),Engineering & Construction,Kolkata +88 other locations,5,1.6k
Mercer,3.6,(1.6k),Management Consulting,New Delhi +17 other locations,--,1.6k
KFC,4.0,(1.6k),Hospitality,New Delhi +174 other locations,--,1.6k
PharmEasy,3.7,(1.6k),Internet,Bengaluru +69 other locations,2,1.6k
IFB,3.6,(1.6k),Consumer Electronics & Appliances,Bengaluru +178 other locations,20,1.6k
Marriott International,4.1,(1.6k),Hospitality,Bengaluru +93 other locations,1.3k,1.6k
Lumax Industries,3.9,(1.6k),Auto Components,Gurugram +43 other locations,36,1.6k
SHYAM METALICS AND ENERGY,3.4,(1.6k),Metals & Mining,Kolkata +78 other locations,135,1.6k
Amul India,4.0,(1.6k),Hospitality,Ahmedabad +209 other locations,3,1.6k
Gujarat Fluorochemicals,3.9,(1.6k),Chemicals,Bharuch +31 other locations,8,1.6k
Tata Consumer Products,3.5,(1.6k),FMCG,Bengaluru +232 other locations,4,1.6k
Bajaj Capital,3.6,(1.6k),Financial Services,New Delhi +172 other locations,90,1.6k
Hinduja Leyland Finance,3.9,(1.6k),NBFC,Chennai +300 other locations,7,1.6k
Muthoot Microfin,4.2,(1.6k),NBFC,Kochi +417 other locations,9,1.6k
Honda,4.0,(1.5k),Automobile,Gurugram +230 other locations,4,1.5k
Patra India,3.5,(1.5k),BPO,Visakhapatnam +27 other locations,2,1.5k
Bisleri,4.2,(1.5k),Beverage,Mumbai +183 other locations,21,1.5k
Karur Vysya Bank,3.5,(1.5k),Banking,Chennai +196 other locations,21,1.5k
Suguna Foods,3.9,(1.5k),Food Processing,Coimbatore +207 other locations,24,1.5k
Dainik Bhaskar Group,4.1,(1.5k),Printing & Publishing,Bhopal +137 other locations,82,1.5k
Steel Strips Wheels,3.7,(1.5k),Auto Components,Chennai +51 other locations,30,1.5k
XL Dynamics,3.6,(1.5k),IT Services & Consulting,Mumbai +31 other locations,18,1.5k
American Broadcasting Company,4.0,(1.5k),Engineering & Construction,Bengaluru +98 other locations,5,1.5k
Tesco,3.6,(1.5k),Retail,Bengaluru +17 other locations,87,1.5k
Evalueserve,3.0,(1.5k),Analytics & KPO,Gurugram +15 other locations,77,1.5k
SAI Life Sciences,3.9,(1.5k),Clinical Research,Hyderabad +27 other locations,55,1.5k
GE VERNOVA,4.1,(1.5k),Power,Bengaluru +85 other locations,4,1.5k
Piramal Pharma,3.9,(1.5k),Pharma,Mumbai +83 other locations,40,1.5k
Oracle Cerner,3.3,(1.5k),Software Product,Bengaluru +7 other locations,--,1.5k
GMR Group,3.9,(1.5k),Engineering & Construction,New Delhi +76 other locations,6,1.5k
Sonata Software,3.4,(1.5k),IT Services & Consulting,Bengaluru +17 other locations,152,1.5k
Canara Bank,3.6,(1.5k),Banking,Bengaluru +228 other locations,--,1.5k
Nayara Energy,4.2,(1.5k),Oil & Gas,Jamnagar +96 other locations,1,1.5k
Page Industries,4.1,(1.5k),Fashion & Textile,Bengaluru +167 other locations,5,1.5k
Tanishq,4.2,(1.5k),Jewellery,Kolkata +241 other locations,1,1.5k
QualityKiosk Technologies,3.2,(1.5k),IT Services & Consulting,Mumbai +22 other locations,285,1.5k
Wheelseye Technology,3.4,(1.5k),Internet,Gurugram +223 other locations,17,1.5k
Devyani International,3.7,(1.5k),Hospitality,New Delhi +137 other locations,9,1.5k
Ashoka Buildcon,4.1,(1.5k),Engineering & Construction,Nashik +156 other locations,8,1.5k
Acuity Analytics,3.1,(1.5k),Analytics & KPO,Bengaluru +17 other locations,216,1.5k
HCL Infosystems,4.0,(1.5k),IT Services & Consulting,Noida +104 other locations,--,1.5k
V5 Global Services,3.9,(1.5k),Recruitment,New Delhi +221 other locations,8,1.5k
Gland Pharma,3.9,(1.5k),Pharma,Hyderabad +35 other locations,12,1.5k
PNB Housing Finance,3.7,(1.5k),NBFC,New Delhi +172 other locations,--,1.5k
Airtel Payments Bank,3.8,(1.5k),Banking,Gurugram +341 other locations,18,1.5k
Max Fashion,4.0,(1.5k),Retail,Bengaluru +153 other locations,19,1.5k
Heritage Foods,4.1,(1.5k),Food Processing,Hyderabad +124 other locations,32,1.5k
Valeo,3.9,(1.5k),Auto Components,Chennai +23 other locations,168,1.5k
Amneal Pharmaceuticals,4.2,(1.5k),Pharma,Ahmedabad +46 other locations,59,1.5k
Daimler India Commercial Vehicles,3.9,(1.5k),Automobile,Chennai +51 other locations,--,1.5k
SBFC Finance,3.8,(1.5k),NBFC,Mumbai +219 other locations,76,1.5k
Indoco Remedies,3.5,(1.5k),Pharma,Mumbai +84 other locations,18,1.5k
Honeywell Technology Solutions,3.6,(1.5k),Industrial Automation,Bengaluru +18 other locations,--,1.5k
Aon,3.8,(1.5k),Management Consulting,Bengaluru +25 other locations,33,1.5k
ISS Facility Services,4.0,(1.5k),Facility Management Services,Mumbai +65 other locations,12,1.5k
Chandigarh University,4.2,(1.5k),Education & Training,Chandigarh +47 other locations,52,1.5k
Chetu,3.7,(1.5k),Software Product,Noida +14 other locations,4,1.5k
Happiest Minds Technologies,3.4,(1.5k),IT Services & Consulting,Bengaluru +17 other locations,577,1.5k
Apco Infratech,3.7,(1.5k),Engineering & Construction,Mumbai +96 other locations,8,1.5k
ALTEN,3.5,(1.5k),IT Services & Consulting,Bengaluru +28 other locations,66,1.5k
Altimetrik,3.5,(1.5k),IT Services & Consulting,Bengaluru +15 other locations,255,1.5k
Oberoi Group of Hotels,4.0,(1.5k),Hospitality,New Delhi +40 other locations,--,1.5k
Apexon,3.3,(1.5k),IT Services & Consulting,Bengaluru +23 other locations,38,1.5k
Taurus BPO Services,4.0,(1.5k),BPO,Pune +23 other locations,2,1.5k
Bharat Forge,3.7,(1.5k),Auto Components,Pune +28 other locations,12,1.5k
Narayana Educational Society,3.6,(1.5k),Education & Training,Hyderabad +147 other locations,11,1.5k
NIIT,3.5,(1.5k),Education & Training,Gurugram +101 other locations,16,1.5k
Aumovio,3.7,(1.5k),Auto Components,Bengaluru +21 other locations,25,1.5k
Hyatt Regency,4.0,(1.4k),Hospitality,New Delhi +52 other locations,1,1.4k
Jaquar,4.1,(1.4k),Building Material,Gurugram +118 other locations,26,1.4k
AB InBev India,3.3,(1.4k),Beverage,Bengaluru +79 other locations,79,1.4k
Morningstar,3.7,(1.4k),Financial Services,Mumbai +18 other locations,31,1.4k
CIE Automotive India Limited (Formerly known as Mahindra CIE Automotive Limited),3.6,(1.4k),Auto Components,Pune +48 other locations,--,1.4k
Sony,4.2,(1.4k),Consumer Electronics & Appliances,New Delhi +143 other locations,12,1.4k
Indegene,3.3,(1.4k),Analytics & KPO,Bengaluru +34 other locations,24,1.4k
Acmegrade,3.9,(1.4k),EdTech,Bengaluru +22 other locations,--,1.4k
Fusion Finance,3.9,(1.4k),NBFC,New Delhi +350 other locations,1,1.4k
Agilus Diagnostics,4.1,(1.4k),Healthcare,Mumbai +136 other locations,11,1.4k
VOIS,3.8,(1.4k),IT Services & Consulting,Pune +21 other locations,34,1.4k
Tieto,4.1,(1.4k),IT Services & Consulting,Pune +13 other locations,23,1.4k
City Union Bank,2.9,(1.4k),Banking,Chennai +200 other locations,6,1.4k
Amara Raja Energy & Mobility,4.0,(1.4k),Auto Components,Tirupati +94 other locations,27,1.4k
Slk Software Services,3.2,(1.4k),IT Services & Consulting,Bengaluru +15 other locations,183,1.4k
Nykaa,3.4,(1.4k),Internet,Mumbai +116 other locations,14,1.4k
MedPlus,3.5,(1.4k),Retail,Hyderabad +148 other locations,37,1.4k
Vfs Global Services,3.4,(1.4k),IT Services & Consulting,Mumbai +32 other locations,4,1.4k
Adobe,3.7,(1.4k),Software Product,Bengaluru +22 other locations,169,1.4k
Eaton,3.9,(1.4k),Electronics Manufacturing,Pune +22 other locations,--,1.4k
TEKsystems,3.1,(1.4k),IT Services & Consulting,Bengaluru +18 other locations,16,1.4k
Hire In Global,4.9,(1.4k),Recruitment,Mumbai +63 other locations,--,1.4k
Xiaomi,3.7,(1.4k),Consumer Electronics & Appliances,Bengaluru +213 other locations,7,1.4k
Tenarai,3.5,(1.4k),Emerging Technologies,Bengaluru +23 other locations,59,1.4k
VLCC,3.2,(1.4k),Beauty & Personal Care,New Delhi +110 other locations,45,1.4k
Tata Group,4.2,(1.4k),IT Services & Consulting,Mumbai +167 other locations,--,1.4k
Sansera Engineering,4.0,(1.4k),Auto Components,Bengaluru +28 other locations,3,1.4k
AtkinsRealis,3.7,(1.4k),Engineering & Construction,Bengaluru +55 other locations,356,1.4k
DCM Shriram,4.1,(1.4k),Chemicals,Bharuch +110 other locations,18,1.4k
Oracle Financial Services Software,3.2,(1.4k),Software Product,Bengaluru +22 other locations,--,1.4k
J. Kumar Infraprojects,4.1,(1.4k),Engineering & Construction,Mumbai +41 other locations,2,1.4k
TÜV SÜD,4.0,(1.4k),"Testing, Inspection and Certification (TIC)",Bengaluru +134 other locations,147,1.4k
Unisys,3.4,(1.4k),IT Services & Consulting,Bengaluru +18 other locations,29,1.4k
Kantar,3.5,(1.4k),Analytics & KPO,Bengaluru +44 other locations,1,1.4k
EOSGlobe,3.0,(1.4k),BPO,Mumbai +29 other locations,10,1.4k
The Muthoot Group,3.6,(1.4k),Financial Services,New Delhi +310 other locations,--,1.4k
Aerial Telecom Solutions,4.2,(1.4k),Telecom,Sahibzada Ajit Singh Nagar +114 other locations,11,1.4k
IDC Technologies,3.1,(1.4k),IT Services & Consulting,Noida +66 other locations,--,1.4k
Citco,3.1,(1.4k),Management Consulting,Hyderabad +13 other locations,84,1.4k
FedEx Express,4.0,(1.4k),Logistics,Mumbai +94 other locations,131,1.4k
Worley,4.1,(1.4k),Engineering & Construction,Mumbai +56 other locations,142,1.4k
Rashmi Metaliks,3.1,(1.4k),Iron & Steel,Kharagpur +43 other locations,6,1.4k
Novo Nordisk,3.6,(1.4k),Pharma,Bengaluru +75 other locations,148,1.4k
Sunknowledge Services,3.4,(1.4k),BPO,Kolkata +13 other locations,8,1.4k
Fino Payments Bank,3.8,(1.4k),Banking,Mumbai +276 other locations,33,1.4k
JSW Cement,4.1,(1.4k),Building Material,Mumbai +147 other locations,19,1.4k
Sharekhan,3.7,(1.4k),Financial Services,Mumbai +114 other locations,69,1.4k
iMerit,3.2,(1.4k),IT Services & Consulting,Kolkata +22 other locations,6,1.4k
TCS iON,3.8,(1.4k),IT Services & Consulting,Bengaluru +113 other locations,--,1.4k
Amity University,3.6,(1.4k),Education & Training,Noida +85 other locations,25,1.4k
Troikaa Pharmaceuticals,4.1,(1.4k),Pharma,Ahmedabad +106 other locations,13,1.4k
Bajaj Housing Finance,3.5,(1.4k),NBFC,Pune +167 other locations,40,1.4k
Troikaa Pharmaceuticals,4.1,(1.4k),Pharma,Ahmedabad +106 other locations,13,1.4k
R Systems International,3.6,(1.4k),IT Services & Consulting,Noida +23 other locations,32,1.4k
INDIUM,3.9,(1.4k),IT Services & Consulting,Chennai +13 other locations,104,1.4k
Aforeserve,3.4,(1.4k),IT Services & Consulting,Mumbai +160 other locations,26,1.4k
Paytm Payments Bank,3.8,(1.4k),Banking,Noida +137 other locations,--,1.4k
Faurecia,3.9,(1.4k),Auto Components,Pune +28 other locations,6,1.4k
The Ramco Cements,4.1,(1.4k),Building Material,Chennai +127 other locations,--,1.4k
Bharat FIH,3.7,(1.4k),Electronics Manufacturing,Chennai +39 other locations,--,1.4k
Iffco Tokio General Insurance Co.,3.8,(1.4k),Insurance,Gurugram +282 other locations,--,1.4k
TE Connectivity,4.1,(1.4k),Electronics Manufacturing,Bengaluru +23 other locations,125,1.4k
Unichem Laboratories,3.7,(1.4k),Pharma,Ghaziabad +77 other locations,61,1.4k
Sheenlac Paints,4.1,(1.4k),Chemicals,Chennai +163 other locations,1,1.4k
Burger King,3.9,(1.4k),Hospitality,New Delhi +112 other locations,9,1.4k
Aptara,3.1,(1.4k),Content Development,Noida +15 other locations,9,1.4k
Grant Thornton,3.4,(1.4k),Accounting & Auditing,Bengaluru +59 other locations,268,1.4k
Viraj Profiles,4.1,(1.3k),Iron & Steel,Mumbai +29 other locations,--,1.3k
GE,4.1,(1.3k),Defence & Aerospace,Bengaluru +77 other locations,12,1.3k
Brillio,3.3,(1.3k),IT Services & Consulting,Bengaluru +14 other locations,73,1.3k
FDC,3.7,(1.3k),Pharma,Mumbai +129 other locations,30,1.3k
DEXIT Global,3.5,(1.3k),IT Services & Consulting,Mumbai +151 other locations,3,1.3k
ZF Steering Gear,3.7,(1.3k),Auto Components,Hyderabad +37 other locations,12,1.3k
Collabera Talent Solutions,3.4,(1.3k),Recruitment,Bengaluru +43 other locations,5,1.3k
Hindware Limited,3.9,(1.3k),Building Material,Hyderabad +133 other locations,12,1.3k
Decathlon,3.7,(1.3k),Retail,Bengaluru +71 other locations,--,1.3k
Hatsun Agro Product,3.8,(1.3k),Food Processing,Chennai +127 other locations,9,1.3k
GEP Worldwide,3.6,(1.3k),IT Services & Consulting,Mumbai +17 other locations,13,1.3k
JioMart,3.9,(1.3k),Retail,Mumbai +296 other locations,--,1.3k
CreditAccess Grameen,3.9,(1.3k),NBFC,Bengaluru +352 other locations,14,1.3k
CenturyPly,3.8,(1.3k),Furniture & Furnishing,Kolkata +148 other locations,61,1.3k
RBL FinServe,3.9,(1.3k),Financial Services,Mumbai +369 other locations,--,1.3k
ManpowerGroup,3.6,(1.3k),Recruitment,Bengaluru +152 other locations,171,1.3k
Baroda Global Shared Services,3.9,(1.3k),BPO,Gandhinagar +182 other locations,33,1.3k
Punjab National Bank,3.9,(1.3k),Banking,New Delhi +219 other locations,--,1.3k
VIBGYOR Group of Schools,3.5,(1.3k),Education & Training,Bengaluru +37 other locations,219,1.3k
NetAmbit,4.0,(1.3k),BPO,Noida +160 other locations,2,1.3k
Cinépolis,3.8,(1.3k),Media & Entertainment,New Delhi +61 other locations,2,1.3k
Shubham Housing Development Finance,3.9,(1.3k),NBFC,New Delhi +161 other locations,9,1.3k
Nippon Paint India,4.0,(1.3k),Chemicals,Chennai +165 other locations,2,1.3k
More Supermarket,3.6,(1.3k),Retail,Bengaluru +164 other locations,28,1.3k
OM Logistics,3.9,(1.3k),Logistics,New Delhi +125 other locations,4,1.3k
Spicejet,3.2,(1.3k),Aviation,New Delhi +60 other locations,1,1.3k
Big Bazaar,4.4,(1.3k),Retail,New Delhi +158 other locations,--,1.3k
SK Finance Limited,3.8,(1.3k),NBFC,Jaipur +277 other locations,--,1.3k
Atul,3.9,(1.3k),Chemicals,Valsad +64 other locations,1,1.3k
Mondelez International,4.1,(1.3k),Food Processing,Mumbai +205 other locations,64,1.3k
Astral Pipe,4.0,(1.3k),Building Material,Ahmedabad +144 other locations,95,1.3k
NxtWave,3.5,(1.3k),EdTech,Hyderabad +55 other locations,139,1.3k
ICICI Prudential Mutual Fund,3.9,(1.3k),Financial Services,Mumbai +172 other locations,--,1.3k
Ion Exchange India,3.7,(1.3k),Waste Management,Mumbai +128 other locations,37,1.3k
Globant,3.4,(1.3k),IT Services & Consulting,Pune +17 other locations,90,1.3k
Royal Migration Solutions,4.9,(1.3k),Other,Dubai +12 other locations,--,1.3k
Luminous Power Technologies,4.1,(1.3k),Consumer Electronics & Appliances,Gurugram +134 other locations,25,1.3k
Fabindia,3.7,(1.3k),Retail,New Delhi +82 other locations,59,1.3k
Centre for Development of Advanced Computing,3.7,(1.3k),IT Services & Consulting,Pune +43 other locations,--,1.3k
Bluestock ™,4.5,(1.3k),FinTech,Pune +44 other locations,--,1.3k
OpenText Technologies,3.3,(1.3k),Software Product,Bengaluru +14 other locations,7,1.3k
Pantaloons,4.1,(1.3k),Retail,Mumbai +156 other locations,--,1.3k
Samsung Research,3.0,(1.3k),IT Services & Consulting,Bengaluru +21 other locations,--,1.3k
Hindustan Construction Company,4.2,(1.3k),Engineering & Construction,Mumbai +93 other locations,2,1.3k
Jakson Group,4.1,(1.3k),Power,Noida +103 other locations,19,1.3k
Aarvee Associates,3.6,(1.3k),Engineering & Construction,Hyderabad +179 other locations,--,1.3k
T-Systems ICT India,3.7,(1.3k),IT Services & Consulting,Pune +17 other locations,13,1.3k
Apex Group,2.6,(1.3k),Financial Services,Pune +28 other locations,361,1.3k
ANZ Banking Group,3.7,(1.3k),Banking,Bengaluru +17 other locations,22,1.3k
Vestas,4.1,(1.3k),Power,Chennai +51 other locations,34,1.3k
Spandana Sphoorty Financial,3.8,(1.3k),NBFC,Hyderabad +364 other locations,9,1.3k
Tenneco,3.6,(1.3k),Auto Components,Pune +47 other locations,7,1.3k
Sigma Electric Manufacturing Corporation,4.0,(1.3k),Industrial Machinery,Pune +24 other locations,22,1.3k
Panasonic,4.0,(1.3k),Consumer Electronics & Appliances,Gurugram +124 other locations,18,1.3k
Godrej Consumer Products,4.0,(1.3k),FMCG,Mumbai +149 other locations,--,1.3k
Electronics Corporation of India Limited,4.2,(1.3k),Electronics Manufacturing,Hyderabad +58 other locations,5,1.3k
Automotive Manufacturers,3.8,(1.3k),Automobile,Hyderabad +152 other locations,71,1.3k
AGS Transact Technologies,2.8,(1.3k),FinTech,Mumbai +123 other locations,--,1.3k
SKF,4.0,(1.3k),Auto Components,Pune +72 other locations,47,1.3k
Fresenius Kabi,4.0,(1.3k),Pharma,Pune +66 other locations,28,1.3k
H.G. Infra Engineering,4.0,(1.3k),Engineering & Construction,Jaipur +99 other locations,1,1.3k
Dell EMC,3.8,(1.3k),IT Services & Consulting,Bengaluru +54 other locations,--,1.3k
PNC Infratech,3.8,(1.3k),Engineering & Construction,Agra +98 other locations,--,1.3k
KIMS Hospital,3.7,(1.3k),Healthcare,Hyderabad +60 other locations,7,1.3k
Dassault Systemes,3.7,(1.3k),Software Product,Pune +13 other locations,--,1.3k
Intertek,3.8,(1.3k),"Testing, Inspection and Certification (TIC)",New Delhi +118 other locations,65,1.3k
DP World,3.8,(1.3k),Logistics,Mumbai +84 other locations,148,1.3k
Mu Sigma,2.5,(1.2k),Analytics & KPO,Bengaluru +16 other locations,--,1.2k
Zoho,4.2,(1.2k),Software Product,Chennai +37 other locations,--,1.2k
iSON Xperiences,3.2,(1.2k),BPO,Chennai +43 other locations,7,1.2k
Prodapt,3.5,(1.2k),IT Services & Consulting,Chennai +16 other locations,64,1.2k
Shriram Pistons & Rings,4.0,(1.2k),Auto Components,Bhiwadi +61 other locations,14,1.2k
AIIMS,4.2,(1.2k),Education & Training,New Delhi +77 other locations,--,1.2k
Synchrony,4.3,(1.2k),Financial Services,Hyderabad +9 other locations,10,1.2k
Kalpataru Limited,4.1,(1.2k),Real Estate,Mumbai +84 other locations,27,1.2k
Jindal X,3.5,(1.2k),BPO,New Delhi +22 other locations,8,1.2k
Colliers India,3.9,(1.2k),Real Estate,Bengaluru +50 other locations,81,1.2k
Diageo,3.8,(1.2k),Beverage,Bengaluru +100 other locations,47,1.2k
Rockman Industries,3.8,(1.2k),Auto Components,Haridwar +42 other locations,23,1.2k
Oil And Natural Gas Corporation,4.3,(1.2k),Oil & Gas,Mumbai +84 other locations,--,1.2k
DLF,4.0,(1.2k),Real Estate,Gurugram +35 other locations,--,1.2k
Parexel International,3.8,(1.2k),Clinical Research,Hyderabad +25 other locations,14,1.2k
Nielsen,3.1,(1.2k),Analytics & KPO,Bengaluru +75 other locations,--,1.2k
Indostar Capital Finance Limited,4.3,(1.2k),NBFC,Mumbai +332 other locations,1,1.2k
Rupeek,4.1,(1.2k),FinTech,Bengaluru +56 other locations,30,1.2k
Wind World,4.0,(1.2k),Power,Jaisalmer +85 other locations,4,1.2k
Qualcomm,3.7,(1.2k),Semiconductors,Hyderabad +18 other locations,22,1.2k
Fidelity Investments,4.1,(1.2k),Financial Services,Bengaluru +20 other locations,1,1.2k
JTEKT,4.1,(1.2k),Auto Components,Gurugram +30 other locations,4,1.2k
ExcelR,3.6,(1.2k),Education & Training,Bengaluru +25 other locations,59,1.2k
DENSO,4.1,(1.2k),Auto Components,Gurugram +39 other locations,5,1.2k
EbixCash Limited,3.6,(1.2k),Software Product,Noida +86 other locations,5,1.2k
Kirloskar Oil Engines,4.1,(1.2k),Industrial Machinery,Pune +109 other locations,--,1.2k
Ahluwalia Contracts India,4.0,(1.2k),Engineering & Construction,New Delhi +55 other locations,26,1.2k
Best Sellers,4.1,(1.2k),Retail,Mumbai +92 other locations,3,1.2k
Fidelity National Financial,3.7,(1.2k),Financial Services,Bengaluru +16 other locations,3,1.2k
Strides Pharma,3.9,(1.2k),Pharma,Bengaluru +43 other locations,--,1.2k
ACG Worldwide,3.8,(1.2k),Pharma,Mumbai +32 other locations,39,1.2k
Genius HRTech,3.8,(1.2k),Recruitment,Kolkata +108 other locations,1,1.2k
JK Lakshmi Cement,3.7,(1.2k),Building Material,New Delhi +143 other locations,1,1.2k
PHN Technology,4.2,(1.2k),EdTech,Pune +32 other locations,1,1.2k
Innova Solutions,3.3,(1.2k),IT Services & Consulting,Hyderabad +37 other locations,74,1.2k
Intel,4.1,(1.2k),Semiconductors,Bengaluru +38 other locations,81,1.2k
Baazar Retail Private Limited,4.5,(1.2k),Retail,Kolkata +111 other locations,4,1.2k
Leadec India,4.1,(1.2k),Facility Management Services,Pune +82 other locations,50,1.2k
Federal Bank,3.6,(1.2k),Banking,Mumbai +157 other locations,--,1.2k
Zetwerk,4.0,(1.2k),Industrial Machinery,Bengaluru +123 other locations,36,1.2k
Sri Chaitanya Techno Schools,3.5,(1.2k),Education & Training,Bengaluru +172 other locations,--,1.2k
Electronica Finance,4.1,(1.2k),NBFC,Pune +174 other locations,18,1.2k
FOCUS EDUMATICS,2.9,(1.2k),EdTech,Coimbatore +36 other locations,--,1.2k
Thyrocare Technologies,3.7,(1.2k),Healthcare,Mumbai +77 other locations,30,1.2k
HFCL Limited,3.8,(1.2k),Telecom,Hyderabad +112 other locations,--,1.2k
Schaeffler India,4.0,(1.2k),Auto Components,Vadodara +30 other locations,--,1.2k
Prism Johnson,3.7,(1.2k),Building Material,Mumbai +147 other locations,19,1.2k
Salesforce,3.9,(1.2k),Software Product,Hyderabad +42 other locations,324,1.2k
Aparna Constructions and Estates,3.9,(1.2k),Real Estate,Hyderabad +22 other locations,63,1.2k
Indira IVF Hospital,3.9,(1.2k),Healthcare,Mumbai +106 other locations,67,1.2k
Aptiv,3.4,(1.2k),Auto Components,Bengaluru +26 other locations,12,1.2k
PayPal,3.7,(1.2k),FinTech,Bengaluru +15 other locations,--,1.2k
Meril,3.6,(1.2k),Medical Equipment,Vapi +86 other locations,24,1.2k
Birla Corporation,4.0,(1.2k),Building Material,Satna +146 other locations,12,1.2k
Balkrishna Industries,4.0,(1.2k),Auto Components,Bhuj +35 other locations,--,1.2k
Apollo Health and Lifestyle Limited,4.3,(1.2k),Healthcare,Hyderabad +95 other locations,44,1.2k
Podar International School,4.0,(1.2k),Education & Training,Mumbai +125 other locations,4,1.2k
MDIndia Health Insurance TPA,3.6,(1.2k),Insurance,Pune +94 other locations,32,1.2k
The Jaypee Group,3.8,(1.2k),Engineering & Construction,Noida +108 other locations,12,1.2k
Barclays Shared Services,3.8,(1.2k),Financial Services,Chennai +17 other locations,644,1.2k
Imperial Auto Industries,3.8,(1.2k),Auto Components,Faridabad +37 other locations,11,1.2k
London Stock Exchange Group,3.6,(1.2k),Financial Services,Bengaluru +11 other locations,2,1.2k
Ocwen Financial Solutions,3.8,(1.2k),Financial Services,Bengaluru +9 other locations,32,1.2k
Johnson Lifts,3.9,(1.2k),Industrial Machinery,Chennai +75 other locations,9,1.2k
Coca-Cola Company,4.0,(1.2k),Beverage,Bengaluru +208 other locations,--,1.2k
Nilkamal,3.7,(1.2k),Furniture & Furnishing,Mumbai +113 other locations,29,1.2k
Dhoot Transmission,3.7,(1.2k),Auto Components,Chhatrapati Sambhajinagar +43 other locations,3,1.2k
Dishtv,3.4,(1.2k),Broadcasting,Noida +151 other locations,10,1.2k
Biocon Biologics,3.7,(1.2k),Biotechnology,Bengaluru +27 other locations,3,1.2k
Motilal Oswal Home Finance,4.3,(1.2k),NBFC,Mumbai +130 other locations,--,1.2k
IIFL Home Finance,3.8,(1.2k),NBFC,Gurugram +269 other locations,1.9k,1.2k
Deccan Fine Chemicals,3.6,(1.2k),Agro Chemicals,Tuni +31 other locations,8,1.2k
CaratLane - A Tata Product,4.0,(1.1k),Jewellery,Chennai +87 other locations,17,1.1k
Edelweiss,3.6,(1.1k),Financial Services,Mumbai +114 other locations,--,1.1k
Bajaj Motors,3.9,(1.1k),Auto Components,Gurugram +92 other locations,13,1.1k
Edelweiss Life Insurance,3.7,(1.1k),Insurance,Mumbai +124 other locations,39,1.1k
Kohler,3.6,(1.1k),Building Material,Pune +54 other locations,4,1.1k
INDO-MIM,4.0,(1.1k),Metals & Mining,Bengaluru +36 other locations,5,1.1k
Stanza Living,3.3,(1.1k),Internet,Bengaluru +37 other locations,18,1.1k
Navitasys India,4.0,(1.1k),Electronics Manufacturing,Bawal +28 other locations,5,1.1k
Jacobs Engineering Group,4.2,(1.1k),Engineering & Construction,Mumbai +42 other locations,10,1.1k
Barbeque Nation,3.9,(1.1k),Hospitality,Bengaluru +83 other locations,13,1.1k
Unicharm,3.9,(1.1k),FMCG,Gurugram +195 other locations,--,1.1k
Onward Technologies Inc,2.8,(1.1k),IT Services & Consulting,Pune +64 other locations,41,1.1k
Piaggio,3.6,(1.1k),Automobile,Pune +85 other locations,41,1.1k
Jabil Circuit India,4.0,(1.1k),Electronics Manufacturing,Pune +30 other locations,67,1.1k
Advantmed,4.1,(1.1k),Healthcare,Ahmedabad +17 other locations,16,1.1k
