iter	Accuracy	Logloss
885	0.9652076319	0.132499247
886	0.9652076319	0.1324309374
887	0.9663299663	0.132255674
888	0.9663299663	0.1321932269
889	0.9663299663	0.1321434009
890	0.9663299663	0.1321291688
891	0.9663299663	0.1320180766
892	0.9663299663	0.131929258
893	0.9663299663	0.1318557215
894	0.9674523008	0.1317512325
895	0.9674523008	0.1316220387
896	0.9674523008	0.1315701438
897	0.9674523008	0.1314888875
898	0.9674523008	0.1313180068
899	0.9674523008	0.131307451
900	0.9685746352	0.1312445522
901	0.9685746352	0.1308858609
902	0.9685746352	0.1308577528
903	0.9685746352	0.1308317845
904	0.9685746352	0.1307720083
905	0.9674523008	0.1305919657
906	0.9674523008	0.1304762753
907	0.9674523008	0.130425751
908	0.9674523008	0.130409448
909	0.9674523008	0.1303559721
910	0.9685746352	0.1302693224
911	0.9685746352	0.1302339215
912	0.9685746352	0.1299573946
913	0.9685746352	0.1297550699
914	0.9685746352	0.1296267167
915	0.9685746352	0.1295903251
916	0.9685746352	0.1295260885
917	0.9685746352	0.1294997384
918	0.9685746352	0.1293778005
919	0.9685746352	0.129253719
920	0.9685746352	0.1291595588
921	0.9685746352	0.129057029
922	0.9685746352	0.128931011
923	0.9685746352	0.128843033
924	0.9685746352	0.1287935039
925	0.9685746352	0.1285209629
926	0.9685746352	0.1284819987
927	0.9685746352	0.1283848281
928	0.9685746352	0.1282835612
929	0.9685746352	0.1282520269
930	0.9685746352	0.1282188132
931	0.9685746352	0.1281580229
932	0.9685746352	0.1281509486
933	0.9696969697	0.1280698655
934	0.9685746352	0.1279028185
935	0.9685746352	0.1278775299
936	0.9696969697	0.1275789808
937	0.9696969697	0.1275147043
938	0.9696969697	0.1271296153
939	0.9685746352	0.1269634623
940	0.9685746352	0.1268454435
941	0.9685746352	0.1268378838
942	0.9685746352	0.1267584802
943	0.9685746352	0.126448714
944	0.9685746352	0.1263699298
945	0.9685746352	0.1263098865
946	0.9685746352	0.1262485215
947	0.9685746352	0.1260180089
948	0.9685746352	0.125801718
949	0.9685746352	0.1257060002
950	0.9685746352	0.1255762308
951	0.9685746352	0.1252961453
952	0.9696969697	0.125180229
953	0.9696969697	0.1250846057
954	0.9685746352	0.1250057464
955	0.9685746352	0.1248868911
956	0.9696969697	0.1246491944
957	0.9696969697	0.1245287929
958	0.9696969697	0.1244914759
959	0.9708193042	0.1242144396
960	0.9708193042	0.1238672013
961	0.9708193042	0.1237781971
962	0.9708193042	0.1237510306
963	0.9708193042	0.1237468803
964	0.9708193042	0.1236384554
965	0.9708193042	0.1235971324
966	0.9708193042	0.1233215267
967	0.9708193042	0.1231057582
968	0.9708193042	0.1231010979
969	0.9696969697	0.1226617443
970	0.9696969697	0.1226575251
971	0.9708193042	0.1225290762
972	0.9708193042	0.1224497884
973	0.9719416386	0.1223415161
974	0.9719416386	0.1220964271
975	0.9719416386	0.12199906
976	0.9719416386	0.1218969682
977	0.9719416386	0.1218798289
978	0.9719416386	0.1216048316
979	0.9719416386	0.1216016552
980	0.9719416386	0.1212932511
981	0.9719416386	0.1212411253
982	0.9719416386	0.1211939098
983	0.9719416386	0.1211379462
984	0.9719416386	0.1210916654
985	0.9719416386	0.1209955669
986	0.9719416386	0.1209166675
987	0.9719416386	0.1208479078
988	0.9719416386	0.1208445956
989	0.9719416386	0.1208070595
990	0.9719416386	0.1207719034
991	0.9719416386	0.1207409432
992	0.9719416386	0.1206942687
993	0.9719416386	0.1206586311
994	0.9719416386	0.120592462
995	0.9719416386	0.1204962761
996	0.9719416386	0.1203811605
997	0.9719416386	0.120365694
998	0.9719416386	0.1201726966
999	0.9719416386	0.1201691919
